,,,June 2019,,,,,,,,,,,,,,June 2019,,,,,,,,,,,,,,June 2019,,,,,,,,,,,
359,"IPIL, ZAMBOANGA SIBUGAY",9,,,,,,,,,,,,359,"IPIL, ZAMBOANGA SIBUGAY","9",,,,,,,,8.6,0.2,11.4,20.2,359,"IPIL, ZAMBOANGA SIBUGAY","9",0.0,22.0,0.0,14.4,0.0,0.0,39.6,19.2,1.8,0.0,97,117.2
896,"BARILI, CEBU",7,10.4,0.4,0.0,21.4,9.6,0.0,0.0,1.6,9.8,5.0,58.2,896,"BARILI, CEBU","7",0.0,0.0,0.0,34.2,0.6,2.6,0.0,0.0,0.0,0.0,37.4,896,"BARILI, CEBU","7",3.2,0.0,1.2,0.0,0.0,0.2,0.6,0.2,2.8,2.2,10.4,106
878,"SEN. NINOY AQUINO, SULTAN KUDARAT",12,,,,,,,,,,,,878,"SEN. NINOY AQUINO, SULTAN KUDARAT","12",,,,,,,,,,,,878,"SEN. NINOY AQUINO, SULTAN KUDARAT","12",,,,,,,0.0,0.2,0.0,0.0,0.2,0.2
1079,"PINAMALAYAN, ORIENTAL MINDORO",4-B,2.4,3.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.4,1079,"PINAMALAYAN, ORIENTAL MINDORO","4-B",36.6,0.4,40.8,0.0,0.6,,,,,,78.4,1079,"PINAMALAYAN, ORIENTAL MINDORO","4-B",,,,,,12.2,1.0,,,,13.2,98
1141,"STA. BARBARA - ILOILO, ILOILO",6,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,5.1,0.0,6.1,1141,"STA. BARBARA - ILOILO, ILOILO","6",0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.0,2.4,0.2,3.9,1141,"STA. BARBARA - ILOILO, ILOILO","6",0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.6,7.7,13,23
903,"BOTOLAN, ZAMBALES",3,,,,,,,,,,,,903,"BOTOLAN, ZAMBALES","3",,,,,,,,,,,,903,"BOTOLAN, ZAMBALES","3",,,,,,,,,,,,
927,"BAGO CITY, NEGROS OCCIDENTAL",6,0.0,3.0,13.4,1.2,12.8,0.4,0.0,1.2,11.4,0.0,43.4,927,"BAGO CITY, NEGROS OCCIDENTAL","6",0.0,0.0,8.2,0.0,0.0,0.0,3.4,2.2,0.0,7.6,21.4,927,"BAGO CITY, NEGROS OCCIDENTAL","6",0.0,8.6,29.0,3.4,1.8,25.2,39.6,5.6,9.0,12.2,134.4,199.2
316,"STO TOMAS, DAVAO DEL NORTE",11,,,,,,,,,,,,316,"STO TOMAS, DAVAO DEL NORTE","11",,,,,,,,,,0.0,0,316,"STO TOMAS, DAVAO DEL NORTE","11",0.0,0.0,6.8,5.4,37.8,0.0,0.0,4.4,0.0,0.0,54.4,54.4
879,"TACURONG CITY, SULTAN KUDARAT",12,,,,,,,,,,,,879,"TACURONG CITY, SULTAN KUDARAT","12",,,,,,,,,,,,879,"TACURONG CITY, SULTAN KUDARAT","12",,,,,,,,,,,,
866,"GUINSILIBAN, CAMIGUIN",10,,,,,,,,,,,,866,"GUINSILIBAN, CAMIGUIN","10",,,,,,,,,0.0,0.0,0,866,"GUINSILIBAN, CAMIGUIN","10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
372,"ROXAS, ISABELA",2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,26.2,372,"ROXAS, ISABELA","2",0.6,1.0,6.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,23,372,"ROXAS, ISABELA","2",0.0,0.0,0.0,1.6,0.0,27.2,17.6,0.0,0.0,0.0,46.4,95.6
890,"ESPERANZA, AGUSAN DEL SUR",13,,,,,,,,,,,,890,"ESPERANZA, AGUSAN DEL SUR","13",,,,,,,,,,,,890,"ESPERANZA, AGUSAN DEL SUR","13",,,,,,,,,,,,
327,"STA. CRUZ - LAGUNA, LAGUNA",4-A,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,9.2,47,327,"STA. CRUZ - LAGUNA, LAGUNA","4-A",3.8,0.0,0.0,0.0,2.0,0.0,,,,,5.8,327,"STA. CRUZ - LAGUNA, LAGUNA","4-A",,,,,,,,,,,,52.8
917,"CALINOG, ILOILO",6,0.0,0.0,0.0,15.4,12.8,5.6,0.0,0.0,1.8,0.0,35.6,917,"CALINOG, ILOILO","6",0.0,0.0,1.4,7.4,3.2,0.0,5.0,0.0,0.4,0.0,17.4,917,"CALINOG, ILOILO","6",0.0,0.0,34.4,0.0,2.0,0.0,1.2,0.0,0.6,13.8,52,105
1128,"ALCANTARA, ROMBLON",4-B,8.0,24.4,0.0,23.2,0.8,5.6,0.2,1.2,0.0,0.2,63.6,1128,"ALCANTARA, ROMBLON","4-B",12.6,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.2,33.6,1128,"ALCANTARA, ROMBLON","4-B",0.0,0.0,0.0,0.0,0.0,14.4,8.0,9.8,10.8,22.0,65,162.2
503,"AGLIPAY, QUIRINO",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503,"AGLIPAY, QUIRINO","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503,"AGLIPAY, QUIRINO","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1324,"VILLAREAL, SAMAR",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1324,"VILLAREAL, SAMAR","8",0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1324,"VILLAREAL, SAMAR","8",,,,,,,,,,,,0
379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR",5,0.0,3.0,1.0,0.0,0.0,1.2,0.0,0.4,0.0,24.6,30.2,379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR","5",0.4,0.0,0.0,0.0,0.0,,,,,,0.4,379,"SAN JOSE - CAMARINES SUR, CAMARINES SUR","5",,,,,,,,,,,,30.6
626,"KIAMBA, SARANGANI",12,,,,,,,,,,,,626,"KIAMBA, SARANGANI","12",,,,,,,,,,,,626,"KIAMBA, SARANGANI","12",,,,,,,,,,,,
374,"POBLACION LILOY, ZAMBOANGA DEL NORTE",9,,,,,,,,,,,,374,"POBLACION LILOY, ZAMBOANGA DEL NORTE","9",,,,,,,,,,,,374,"POBLACION LILOY, ZAMBOANGA DEL NORTE","9",,,,,,,,,,,,
351,"CARMEN, BOHOL",7,,,,,,,,,,,,351,"CARMEN, BOHOL","7",,,,,,,,,,,,351,"CARMEN, BOHOL","7",,,,,,,,,,,,
967,"STA. CRUZ - MARINDUQUE, MARINDUQUE",4-B,0.0,0.0,0.0,8.4,7.4,2.4,0.0,0.0,1.2,0.0,19.4,967,"STA. CRUZ - MARINDUQUE, MARINDUQUE","4-B",3.2,6.6,0.0,2.8,0.0,0.0,,,,,12.6,967,"STA. CRUZ - MARINDUQUE, MARINDUQUE","4-B",,,,,,,,,,,,32
328,"AYUTI, QUEZON",4-A,,,,,,,,,,,,328,"AYUTI, QUEZON","4-A",,,,,,,,,,,,328,"AYUTI, QUEZON","4-A",,,,,,,,,,,,
865,"ILAGAN, ISABELA",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,865,"ILAGAN, ISABELA","2",18.0,18.2,4.6,3.2,0.0,0.0,0.0,,,,44,865,"ILAGAN, ISABELA","2",,,,,,,,,,,,44
934,"KAPATAGAN, LANAO DEL SUR",ARMM,0.0,,0.0,0.8,0.0,1.0,0.2,13.0,0.0,16.8,31.8,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,4.6,15.6,2.6,0.2,0.0,0.0,0.0,0.6,23.6,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,2.6,0.2,15.0,37.0,1.0,1.6,0.0,0.0,57.4,112.8
370,"SAN FRANCISCO, SURIGAO DEL NORTE",13,,,,,,,,,,,,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",,,,,,,,,,,,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",,,,,,,,,,,,
358,"DUMINGAG, ZAMBOANGA DEL SUR",9,,,,,,,,,,,,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",,,,,,,,,,,,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",,,,,,,,,,,,
338,"STA. BARBARA - PANGASINAN, PANGASINAN",1,0.0,0.4,0.0,4.0,0.0,0.0,0.0,12.8,0.0,7.8,25,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.2,2.8,1.6,15.8,4.0,8.0,0.0,0.0,0.0,0.0,32.4,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.0,0.0,2.2,0.0,42.4,20.4,8.0,14.0,0.2,87.2,144.6
353,"MALITBOG, SOUTHERN LEYTE",8,14.6,12.0,0.0,6.6,1.0,0.6,0.0,0.2,0.0,0.0,35,353,"MALITBOG, SOUTHERN LEYTE","8",0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,353,"MALITBOG, SOUTHERN LEYTE","8",,,,,,,,,,,,35
333,"BUCAY, ABRA",CAR,,,,,,,,,,,,333,"BUCAY, ABRA","CAR",,,,,,,,,,,,333,"BUCAY, ABRA","CAR",,,0.0,0.0,,,,,,,0,0
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,0.0,0.0,1.4,3.0,0.2,0.0,1.4,0.0,21.4,3.6,31,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",2.4,0.0,0.2,9.8,0.0,0.0,,,,,12.4,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",,,,,,,,,,,,43.4
365,"BANAYBANAY, DAVAO ORIENTAL",11,15.8,1.2,18.0,7.8,25.0,0.0,0.0,8.2,0.2,13.8,90,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.0,8.8,0.0,0.4,0.0,,,1.6,80.6,91.4,365,"BANAYBANAY, DAVAO ORIENTAL","11",13.4,8.4,0.2,0.8,0.2,0.0,20.0,0.0,16.4,0.2,59.6,241
867,"DANGCAGAN, BUKIDNON",10,,,,,,,,,,,,867,"DANGCAGAN, BUKIDNON","10",,,,,,,,,,,,867,"DANGCAGAN, BUKIDNON","10",,,,,,,,,,,,
319,"NAIC CAMPUS, CAVITE",4-A,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,1.2,0.0,4,319,"NAIC CAMPUS, CAVITE","4-A",,0.0,8.2,12.2,3.2,0.0,3.6,0.0,0.0,0.2,27.4,319,"NAIC CAMPUS, CAVITE","4-A",0.0,0.0,0.0,,,,,,,,0,31.4
502,"BAGABAG, NUEVA VIZCAYA",2,,,,,,,,,,,,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,
381,"ARAKAN, COTABATO",12,,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,2.6,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,5.2,4.8,0.0,0.0,2.0,0.0,0.0,0.0,12,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.8,0.0,1.2,0.0,0.0,0.0,2,16.6
897,"ABUYUG, LEYTE",8,22.4,4.2,1.0,27.2,17.6,5.4,1.4,32.0,0.0,0.0,111.2,897,"ABUYUG, LEYTE","8",0.0,0.0,0.0,16.0,3.8,0.0,,,,,19.8,897,"ABUYUG, LEYTE","8",,,,,,,,0.0,0.0,0.0,0,131
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,0.0,2.6,4.4,1.0,0.0,0.0,0.0,8.0,17.2,33.2,334,"BARLIG, MOUNTAIN PROVINCE","CAR",0.0,60.6,10.4,2.4,1.6,0.0,0.0,0.0,0.0,5.0,80,334,"BARLIG, MOUNTAIN PROVINCE","CAR",1.0,0.8,3.0,26.4,1.8,2.6,34.8,17.0,2.8,2.2,92.4,205.6
882,"KIDAPAWAN, COTABATO",12,,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,
336,"BALBALAN, KALINGA",CAR,0.0,2.8,9.2,2.0,14.0,0.0,0.0,0.0,2.0,8.2,38.2,336,"BALBALAN, KALINGA","CAR",0.0,4.8,2.2,0.8,0.0,22.8,0.0,0.0,0.2,39.2,70,336,"BALBALAN, KALINGA","CAR",3.8,31.6,1.4,61.6,0.0,10.8,7.8,14.8,5.0,80.2,217,325.2
345,"CASTILLA, SORSOGON",5,2.8,0.0,0.8,0.2,30.0,0.2,0.0,0.0,0.0,2.6,36.6,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,345,"CASTILLA, SORSOGON","5",,,,,,20.0,9.6,0.0,27.0,6.2,62.8,99.4
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",,5.4,0.0,0.2,0.0,19.8,0.4,0.0,0.2,0.0,26,26
887,"CANTILAN, SURIGAO DEL SUR",13,10.0,0.8,0.0,10.6,35.2,0.0,1.6,0.4,0.2,0.0,58.8,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,58.8
347,"PANDAN, CATANDUANES",5,0.0,0.0,3.0,0.2,0.0,4.0,5.2,0.0,17.8,8.2,38.4,347,"PANDAN, CATANDUANES","5",0.0,0.0,6.2,0.0,0.0,0.0,,,,,6.2,347,"PANDAN, CATANDUANES","5",,,,,,,,,,,,44.6
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,9.6,0.0,8.8,0.0,0.0,0.0,0.0,4.0,22.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,3.8,4.8,0.0,7.0,0.0,0.4,0.0,0.4,0.0,16.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",6.0,0.0,0.6,2.0,0.0,2.4,1.4,0.0,0.0,0.6,13,51.8
337,"SUDIPEN, LA UNION",1,0.4,0.0,1.0,0.4,1.4,15.8,0.0,0.0,0.0,7.0,26,337,"SUDIPEN, LA UNION","1",3.2,0.0,28.4,31.6,2.2,0.0,,,,,65.4,337,"SUDIPEN, LA UNION","1",,,,,,,,,,,,91.4
1103,"ABUCAY, BATAAN",3,0.0,0.0,37.0,18.6,41.2,23.2,0.0,2.8,5.6,0.2,128.6,1103,"ABUCAY, BATAAN","3",5.4,2.6,28.0,21.2,11.8,0.6,0.2,0.0,0.2,0.0,70,1103,"ABUCAY, BATAAN","3",0.0,0.0,49.2,30.6,65.6,28.0,32.0,130.4,118.4,101.6,555.8,754.4
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,0.0,0.0,0.0,0.0,0,362,"CATEEL, DAVAO ORIENTAL","11",0.0,0.0,0.6,0.0,0.0,0.0,6.2,0.0,0.0,0.0,6.8,6.8
326,"LEMERY, BATANGAS",4-A,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,326,"LEMERY, BATANGAS","4-A",0.4,0.0,0.8,0.4,0.2,0.0,,,,,1.8,326,"LEMERY, BATANGAS","4-A",,,,,,,,,,,,3.6
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,3.6,3.4,8.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",6.8,0.0,0.0,46.6,0.0,0.0,,,,,53.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,,,,,,,,,,,61.8